PostID,Time,TweetUrl,Content,UserName,Review,RetweetNum,LikeNum,LookNum,UserID,UserUrl,Location,,relevant?
1.73E+18,11/21/2023,https://twitter.com/FoxNews/status/1726819233974063345,Coast Guard estimates more than 1 million gallons of crude oil spilled off coast of Louisiana,FoxNews,71,40,94,97K,1367531,https://twitter.com/FoxNews,U.S.A.,,FALSE
1.73E+18,11/21/2023,https://twitter.com/FoxNews/status/1726816107950940657,Mitch Albom on new novel about boy kidnapped by Nazis in Holocaust: 'Important topic' at 'troubling time',FoxNews,95,13,80,62K,1367531,https://twitter.com/FoxNews,U.S.A.,,FALSE
1.73E+18,11/21/2023,https://twitter.com/FoxNews/status/1726813025363980393,Micah Parsons' milestone moment with Cowboys was nearly upended over pregame energy powder,FoxNews,34,5,38,69K,1367531,https://twitter.com/FoxNews,U.S.A.,,FALSE
1.72E+18,11/1/2023,https://twitter.com/CNN/status/1719683459965169961,"Injured Palestinians have begun arriving in Egypt, officials say, the first to be allowed out of Gaza since the Israel-Hamas war began. https://trib.al/FPMGTTc",CNN,294,124,309,277K,759251,https://twitter.com/CNN,,,TRUE
1.72E+18,11/1/2023,https://twitter.com/CNN/status/1719678233673625770,"KFILE: In the 2000s, House Speaker Mike Johnson collaborated with an anti-gay conversion therapy group and advocated for the criminalization of gay sex. https://trib.al/mXCDOWj",CNN,193,118,220,305K,759251,https://twitter.com/CNN,,,FALSE
1.72E+18,11/1/2023,https://twitter.com/CNN/status/1719646902411522533,"Gaza suffers another communications blackout, telecoms firms say, after the deadly refugee camp strike. Follow live updates.",CNN,764,232,495,474K,759251,https://twitter.com/CNN,,,TRUE
1.72E+18,11/1/2023,https://twitter.com/CNN/status/1719517913122545915,"Actor Tyler Christopher, known for roles on ""General Hospital"" and ""Days of Our Lives,"" has died, his representative says. https://trib.al/Fs9PgM2",CNN,175,97,181,443K,759251,https://twitter.com/CNN,,,FALSE
1.72E+18,11/1/2023,https://twitter.com/CNN/status/1719514326094987616,A Palestinian American family is mourning 42 relatives killed in a single day in Gaza. The deceased range in age from three months to 77. https://trib.al/G6XuA22,CNN,1.3K,3.4K,5.4K,4.6M,759251,https://twitter.com/CNN,,,TRUE
1.72E+18,10/31/2023,https://twitter.com/CNN/status/1719465792360620112,A heavily armed man was found dead at a Colorado amusement park. Officials say he may have been planning a devastating attack. https://trib.al/w3OsQXn,CNN,214,106,230,381K,759251,https://twitter.com/CNN,,,FALSE
1.72E+18,10/31/2023,https://twitter.com/CNN/status/1719447332750520730,"Israel says the strike on a Gaza refugee camp killed a ""leader"" of the October 7 terror attack, which Hamas denies. A hospital says scores are dead. Follow live updates.",CNN,1K,209,490,510K,759251,https://twitter.com/CNN,,,TRUE
1.72E+18,10/31/2023,https://twitter.com/CNN/status/1719444410977386707,See the university professor who became China's first civilian astronaut land back on Earth,CNN,105,67,225,222K,759251,https://twitter.com/CNN,,,FALSE
1.72E+18,10/31/2023,https://twitter.com/CNN/status/1719434895053783362,"The Senate has confirmed former Treasury Secretary Jack Lew as the new US ambassador to Israel, despite stiff opposition from Senate Republicans over his involvement in the Iran nuclear deal during the Obama administration https://trib.al/rrbbJEQ",CNN,203,83,185,225K,759251,https://twitter.com/CNN,,,TRUE
1.72E+18,10/31/2023,https://twitter.com/CNN/status/1719427611716174048,"Former President Donald Trump currently holds majority support in the early primary state of South Carolina, where his strongest challenger is Nikki Haley, the state’s former governor, according to a new CNN poll https://trib.al/sHt9YpU",CNN,310,142,626,1.9M,759251,https://twitter.com/CNN,,,FALSE
1.72E+18,10/31/2023,https://twitter.com/CNN/status/1719416385418182740,JUST IN: Israel confirms an IDF attack caused the massive blast at Gaza's largest refugee camp that has reportedly left many people dead and injured https://trib.al/pqkNnt5,CNN,4.7K,11K,13K,28M,759251,https://twitter.com/CNN,,,TRUE
1.72E+18,10/31/2023,https://twitter.com/CNN/status/1719410699074482605,JUST IN: A person is in custody in connection with a series of antisemitic online threats made against Cornell University's Jewish community https://trib.al/giPr6dw,CNN,301,135,487,370K,759251,https://twitter.com/CNN,,,TRUE
1.72E+18,10/31/2023,https://twitter.com/CNN/status/1719404554603675755,Many casualties have been reported after a massive explosion at a densely populated refugee camp in the northern Gaza Strip. Follow live updates.,CNN,1.6K,814,683,1.4M,759251,https://twitter.com/CNN,,,TRUE
1.72E+18,10/31/2023,https://twitter.com/CNN/status/1719376209719460136,"Stephen King may be a master of finding horror in modern life, but King doesn't enjoy being scared himself. On a very special episode #ChasingLifeCNN King talks with @DrSanjayGupta about 50 years of scaring readers and what really scares the King of Horror",CNN,242,68,203,271K,759251,https://twitter.com/CNN,,,FALSE
1.72E+18,10/31/2023,https://twitter.com/CNN/status/1719163655143539082,"Before the company he co-founded became one of the world's leading artificial intelligence companies, OpenAI CEO Sam Altman spoke to CNN about his predictions for AI and the moment he met his childhood idol.",CNN,350,145,259,287K,759251,https://twitter.com/CNN,,,FALSE
1.72E+18,10/30/2023,https://twitter.com/CNN/status/1719129252237348955,"Matthew Perry's ""Friends"" co-stars say in a statement that they're ""utterly devastated"" by his death and are processing ""this unfathomable loss"" https://trib.al/9bnHPBv",CNN,209,168,1.1K,464K,759251,https://twitter.com/CNN,,,FALSE
1.72E+18,10/30/2023,https://twitter.com/CNN/status/1719085561686999096,"“They argue that this ground operation actually serves those hostage talks.” In this episode of Tug of War, @JDiamond1 tells us about how increased military action inside Gaza could impact efforts to free the hostages:",CNN,361,67,143,253K,759251,https://twitter.com/CNN,,,TRUE
1.72E+18,10/30/2023,https://twitter.com/CNN/status/1719078942232220032,"FDA warns 26 eye drop products, including from store brands such as CVS, Target and Rite Aid, could lead to serious infections or vision loss. https://trib.al/QpBubS2",CNN,202,814,1.1K,2.7M,759251,https://twitter.com/CNN,,,FALSE
1.72E+18,10/30/2023,https://twitter.com/CNN/status/1719064841548419472,"""This is a time for war,"" Israeli Prime Minister Benjamin Netanyahu says, as IDF expands its attacks. Civilians in Gaza have received leaflets warning they are not safe.",CNN,1.4K,216,712,656K,759251,https://twitter.com/CNN,,,TRUE
1.72E+18,11/15/2023,https://twitter.com/ajplus/status/1724593306158395557,Israeli police arrested a Palestinian citizen of Israel for a post she made on social media.,ajplus,19,142,217,26K,110396781,https://twitter.com/ajplus,"Washington, DC",,TRUE
1.72E+18,11/15/2023,https://twitter.com/ajplus/status/1724578551192502343,“The United States is complicit in this ongoing genocide by Israel.” Palestinians are suing U.S. President Joe Biden and other top U.S. officials for failing to prevent Israel’s “genocide” in Gaza.,ajplus,132,1.8K,3.2K,156K,110396781,https://twitter.com/ajplus,"Washington, DC",,TRUE
1.72E+18,11/14/2023,https://twitter.com/ajplus/status/1724553765930270945,"Palestinians trapped in Gaza are drinking rainwater to survive. But the heavy rains are also flooding refugee camps and  spreading disease: “When the rain falls, we will drown.”",ajplus,239,2.5K,4.1K,1.3M,110396781,https://twitter.com/ajplus,"Washington, DC",,TRUE
1.72E+18,11/14/2023,https://twitter.com/ajplus/status/1724521834928800249,This Palestinian man is digging mass graves for all those killed in Israeli strikes because there isn’t enough space in cemeteries.,ajplus,63,2.4K,2.9K,101K,110396781,https://twitter.com/ajplus,"Washington, DC",,TRUE
1.73E+18,11/21/2023,https://twitter.com/FoxNews/status/1726809968718795117,Super Bowl champ dishes on Taylor Swift effect on NFL: 'I think it makes it fun',FoxNews,47,4,54,68K,1367531,https://twitter.com/FoxNews,U.S.A.,,FALSE
1.73E+18,11/21/2023,https://twitter.com/FoxNews/status/1726806888019280020,The length of Earth's day is not set in stone and may surprise you,FoxNews,66,11,65,76K,1367531,https://twitter.com/FoxNews,U.S.A.,,FALSE
1.73E+18,11/21/2023,https://twitter.com/FoxNews/status/1726803711257637296,"Peter Spellos, 'American Dreams' actor, dead at 69",FoxNews,47,13,49,70K,1367531,https://twitter.com/FoxNews,U.S.A.,,FALSE
1.73E+18,11/21/2023,https://twitter.com/FoxNews/status/1726800579438027104,MSNBC’s Al Sharpton urges Biden campaign to take lack of Black voter enthusiasm seriously,FoxNews,162,20,89,84K,1367531,https://twitter.com/FoxNews,U.S.A.,,FALSE
1.73E+18,11/21/2023,https://twitter.com/FoxNews/status/1726797815366521251,The Divide: How a protest over Israel exposed a serious rift in the Democratic Party,FoxNews,176,84,339,94K,1367531,https://twitter.com/FoxNews,U.S.A.,,TRUE
1.73E+18,11/21/2023,https://twitter.com/FoxNews/status/1726794605943718342,"Military aircraft overshoots runway, floats in Hawaii's Kaneohe Bay: officials",FoxNews,56,29,103,113K,1367531,https://twitter.com/FoxNews,U.S.A.,,FALSE
1.72E+18,10/30/2023,https://twitter.com/CNN/status/1718993528204988566,"FIFA bans Luis Rubiales from ""all football-related activities"" for three years over his unwanted kiss on Spanish player Jennifer Hermoso. https://trib.al/FI3PViq",CNN,257,115,445,403K,759251,https://twitter.com/CNN,,,FALSE
1.72E+18,10/30/2023,https://twitter.com/CNN/status/1718993354225307942,"GM and the United Auto Workers union have reached a tentative agreement, meaning all of the Big 3 automakers could potentially end the longest auto strike in 25 years. https://trib.al/LBxAgZc",CNN,124,68,223,260K,759251,https://twitter.com/CNN,,,FALSE
1.72E+18,10/30/2023,https://twitter.com/CNN/status/1718978594456883261,"Introducing the new CNN Primetime, weeknights starting at 7p ET on @CNN and @StreamOnMax.",CNN,325,93,263,252K,759251,https://twitter.com/CNN,,,FALSE
1.72E+18,10/30/2023,https://twitter.com/CNN/status/1718955300177531143,"At least 45 coal miners were killed in a fire sparked by a methane gas explosion at a mine in Kazakhstan, authorities in the country said. https://trib.al/J3mFWb9",CNN,174,95,241,309K,759251,https://twitter.com/CNN,,,FALSE
1.72E+18,10/30/2023,https://twitter.com/CNN/status/1718950944510194165,"Shani Louk, a German-Israeli woman kidnapped by Hamas during its attack on a music festival, has been found dead, Israel's foreign ministry says. https://trib.al/IG1jxTe",CNN,401,122,320,516K,759251,https://twitter.com/CNN,,,TRUE
1.72E+18,10/30/2023,https://twitter.com/CNN/status/1718927242041106646,A tragic illustration of the international toll of ongoing war: Thai migrant farmers in Israel describe trauma of Hamas massacre while facing pressure to return to work. https://trib.al/BFk9R6B,CNN,264,84,233,268K,759251,https://twitter.com/CNN,,,TRUE
1.72E+18,10/30/2023,https://twitter.com/CNN/status/1718894661723648414,The federal judge overseeing Donald Trump’s federal election subversion criminal case has reinstated the gag order she issued on the former president earlier this month. https://trib.al/LtRDVWZ,CNN,264,90,373,303K,759251,https://twitter.com/CNN,,,FALSE
1.72E+18,10/30/2023,https://twitter.com/CNN/status/1718790717613728147,"Police were sent to the Maine gunman's home six weeks before his rampage over concerns he was ""going to snap and commit a mass shooting."" https://trib.al/jilBYIe",CNN,932,2.9K,5.9K,4.3M,759251,https://twitter.com/CNN,,,FALSE
1.72E+18,10/29/2023,https://twitter.com/CNN/status/1718647302787846576,"The UN warns ""civil order"" is breaking down in Gaza, saying desperate people in the enclave are breaking into warehouses in search of basic survival items. Follow live updates.",CNN,1.2K,326,659,616K,759251,https://twitter.com/CNN,,,TRUE
1.72E+18,10/29/2023,https://twitter.com/CNN/status/1718611780988228069,"At least two people are dead and 18 others injured in a shooting after a ""fight between two groups"" broke out in the street in Tampa, Florida, police said. https://trib.al/RcEVFoI",CNN,608,298,623,715K,759251,https://twitter.com/CNN,,,FALSE
1.72E+18,10/29/2023,https://twitter.com/CNN/status/1718572350529229230,"At least one person was killed and eight others were injured in a shooting at a party in Indianapolis, Indiana, authorities said. https://trib.al/nmYyBBc",CNN,442,267,529,741K,759251,https://twitter.com/CNN,,,FALSE
1.72E+18,10/29/2023,https://twitter.com/CNN/status/1718436384556671457,"Matthew Perry, best known for his role on ""Friends,"" has died at his Southern California home, according to the Los Angeles Times. He was 54.  https://trib.al/3cYhFFl",CNN,775,1.5K,5.3K,1.8M,759251,https://twitter.com/CNN,,,FALSE
1.72E+18,10/29/2023,https://twitter.com/CNN/status/1718417877878120774,The UAW expands its strike against GM after failing to reach a deal. The union has tentative deals with the other unionized US automakers. https://trib.al/c9d75bh,CNN,204,62,217,366K,759251,https://twitter.com/CNN,,,FALSE
1.72E+18,10/28/2023,https://twitter.com/CNN/status/1718340623864840506,'This is not my time': Former Vice President Mike Pence suspends his campaign for president. https://trib.al/V5PS05v,CNN,626,305,1.1K,2.1M,759251,https://twitter.com/CNN,,,FALSE
1.72E+18,11/14/2023,https://twitter.com/ajplus/status/1724502960908931219,This photojournalist dug through the rubble with his bare hands to find his children after an Israeli airstrike hit their home in Gaza.,ajplus,99,3.7K,4K,277K,110396781,https://twitter.com/ajplus,"Washington, DC",,TRUE
1.72E+18,11/14/2023,https://twitter.com/ajplus/status/1724472510333268349,"“And if I go, who treats my patients?” This Palestinian doctor stayed in Gaza City to save his patients. He's now dead after an Israeli airstrike killed him and several of his family members.",ajplus,26,1K,1.2K,59K,110396781,https://twitter.com/ajplus,"Washington, DC",,TRUE
1.72E+18,11/14/2023,https://twitter.com/ajplus/status/1724458165893542315,Here’s why this reverend is telling Christians to speak up about Israel’s attacks on Gaza.,ajplus,10,153,243,25K,110396781,https://twitter.com/ajplus,"Washington, DC",,TRUE
1.72E+18,11/14/2023,https://twitter.com/ajplus/status/1724369833595163126,"Thousands across the world are boycotting Starbucks after it sued its workers union for expressing Palestinian support and solidarity and condemning Israel. But Starbucks isn’t alone, McDonalds, Coca Cola, Puma and even Disney are other companies called to boycott.",ajplus,59,1.1K,1.8K,97K,110396781,https://twitter.com/ajplus,"Washington, DC",,TRUE
1.73E+18,11/21/2023,https://twitter.com/FoxNews/status/1726791458701693107,"JESSE WATTERS: The George Floyd story is very different, depending on who you talk to",FoxNews,126,48,286,105K,1367531,https://twitter.com/FoxNews,U.S.A.,,FALSE
1.73E+18,11/21/2023,https://twitter.com/FoxNews/status/1726788447493324991,"New Orleans teens plead guilty in carjacking, dragging death of woman, get 20 years",FoxNews,53,20,126,82K,1367531,https://twitter.com/FoxNews,U.S.A.,,FALSE
1.73E+18,11/21/2023,https://twitter.com/FoxNews/status/1726785410636865823,Bill Burr tells everyone to relax over wife flipping off Trump at UFC event: 'Everybody expressed themselves',FoxNews,307,29,222,260K,1367531,https://twitter.com/FoxNews,U.S.A.,,FALSE
1.73E+18,11/21/2023,https://twitter.com/FoxNews/status/1726782203969818878,"Trump medical report released as Biden faces concerns over age, health",FoxNews,150,48,281,98K,1367531,https://twitter.com/FoxNews,U.S.A.,,FALSE
1.73E+18,11/21/2023,https://twitter.com/FoxNews/status/1726779152148123948,Oregon opioid deaths increase 13x after drug decriminalization law: 'We have to do something different',FoxNews,157,116,255,115K,1367531,https://twitter.com/FoxNews,U.S.A.,,FALSE
1.73E+18,11/21/2023,https://twitter.com/FoxNews/status/1726776068336398554,WATCH: White House issues stern defense of Biden's 'stamina' on 81st birthday amid growing age concerns,FoxNews,150,16,86,90K,1367531,https://twitter.com/FoxNews,U.S.A.,,FALSE
1.73E+18,11/21/2023,https://twitter.com/FoxNews/status/1726773059812540632,Retired Houston attorney allegedly killed two inmates with drug-laced papers: officials,FoxNews,56,26,82,83K,1367531,https://twitter.com/FoxNews,U.S.A.,,FALSE
1.73E+18,11/21/2023,https://twitter.com/FoxNews/status/1726770061682057573,Texas attorney general opens investigation into Media Matters for 'potential fraudulent activity',FoxNews,200,217,1.6K,126K,1367531,https://twitter.com/FoxNews,U.S.A.,,FALSE
1.73E+18,11/21/2023,https://twitter.com/FoxNews/status/1726767533754138997,Biden's Taylor Swift-Britney-Beyoncé mix-up sparks social media mockery: 'This is an impeachable offense',FoxNews,91,35,167,136K,1367531,https://twitter.com/FoxNews,U.S.A.,,FALSE
1.73E+18,11/21/2023,https://twitter.com/FoxNews/status/1726764126691582327,Lawmakers send letter to New York Gov. Hochul calling for ban of pro-Hamas student group,FoxNews,154,71,573,85K,1367531,https://twitter.com/FoxNews,U.S.A.,,TRUE
1.73E+18,11/21/2023,https://twitter.com/FoxNews/status/1726760916845310057,Opinion | Texas blocks school choice as other Republican-led states go all-in,FoxNews,61,6,67,74K,1367531,https://twitter.com/FoxNews,U.S.A.,,FALSE
1.73E+18,11/21/2023,https://twitter.com/FoxNews/status/1726758320327811153,Biden mocked after confusing pop music stars during turkey pardoning joke: 'Impeachable offense',FoxNews,91,36,148,108K,1367531,https://twitter.com/FoxNews,U.S.A.,,FALSE
1.72E+18,10/28/2023,https://twitter.com/CNN/status/1718334271910465591,JUST IN: Former Vice President Mike Pence has suspended his campaign for president https://trib.al/1EdL3m2,CNN,599,395,1.7K,1.4M,759251,https://twitter.com/CNN,,,FALSE
1.72E+18,10/28/2023,https://twitter.com/CNN/status/1718329086731575519,"The United Auto Workers union has reached a tentative agreement with Stellantis, a source says https://trib.al/UXBV9tm",CNN,139,70,312,308K,759251,https://twitter.com/CNN,,,FALSE
1.72E+18,10/28/2023,https://twitter.com/CNN/status/1718211916739330165,Israel's military says its forces are inside Gaza after vowing to expand its ground operation following the Hamas attacks. Follow live updates.https://cnn.it/46ZDKMG,CNN,967,159,429,414K,759251,https://twitter.com/CNN,,,TRUE
1.72E+18,10/28/2023,https://twitter.com/CNN/status/1718145867775893730,This island near New York City aims to be zero waste,CNN,336,139,458,369K,759251,https://twitter.com/CNN,,,FALSE
1.72E+18,10/28/2023,https://twitter.com/CNN/status/1718115641368994266,Dr. Sanjay Gupta talks with an expert about how naps impact our brains and why we should take more of them https://cnn.it/3QyWFbA,CNN,207,134,380,387K,759251,https://twitter.com/CNN,,,FALSE
1.72E+18,10/28/2023,https://twitter.com/CNN/status/1718075547975036936,"JUST IN: The man suspected in the fatal shooting of 18 people in Lewiston, Maine, has been found dead, sources say. https://cnn.it/40cSF3I",CNN,365,472,1.1K,858K,759251,https://twitter.com/CNN,,,FALSE
1.73E+18,11/21/2023,https://twitter.com/FoxNews/status/1726755265532362836,Italian tribunal convicts more than 200 involved in powerful organized crime syndicate,FoxNews,63,31,157,75K,1367531,https://twitter.com/FoxNews,U.S.A.,,FALSE
1.73E+18,11/20/2023,https://twitter.com/FoxNews/status/1726752139584627127,SEN. JOHN KENNEDY: Biden embraced the woke wing of the Democratic Party,FoxNews,147,116,735,80K,1367531,https://twitter.com/FoxNews,U.S.A.,,FALSE
1.73E+18,11/20/2023,https://twitter.com/FoxNews/status/1726749136140091655,New York Democrats overwhelmingly say migrants 'serious' problem: poll,FoxNews,171,66,330,80K,1367531,https://twitter.com/FoxNews,U.S.A.,,FALSE
1.73E+18,11/20/2023,https://twitter.com/FoxNews/status/1726745885256654899,"Coddling in college: ‘Helicopter parents’ use Facebook groups to arrange playdates, warn about non-vegan food",FoxNews,58,11,59,90K,1367531,https://twitter.com/FoxNews,U.S.A.,,FALSE
1.73E+18,11/20/2023,https://twitter.com/FoxNews/status/1726742780137882024,"Biden skipping public birthday celebration to not call attention to age, NY Times reporter says",FoxNews,207,64,209,84K,1367531,https://twitter.com/FoxNews,U.S.A.,,FALSE
1.73E+18,11/20/2023,https://twitter.com/FoxNews/status/1726739575530197112,"China hosts major meeting with Saudi Arabia, Egypt, Jordan, Palestinian diplomats to discuss Israel-Hamas war",FoxNews,153,38,121,82K,1367531,https://twitter.com/FoxNews,U.S.A.,,TRUE
1.72E+18,10/27/2023,https://twitter.com/CNN/status/1718028092617162778,"The gun investigators believe Robert Card used to kill 18 people and wound more than a dozen others was purchased legally just days before he was hospitalized and ordered to undergo a psychiatric evaluation, according to multiple law enforcement sources https://cnn.it/3Mls3rA",CNN,437,172,390,435K,759251,https://twitter.com/CNN,,,FALSE
1.72E+18,10/27/2023,https://twitter.com/CNN/status/1717967472064659694,CNN's @kaitlancollins spoke with Florida Gov. Ron DeSantis about his 2024 bid for the White House and why he feels he's a better candidate for the Republican nomination than Donald Trump,CNN,763,156,437,1.6M,759251,https://twitter.com/CNN,,,FALSE
1.72E+18,10/27/2023,https://twitter.com/CNN/status/1717966994589331611,"Israel says it is ""expanding ground operations"" in Gaza as residents describe heavy airstrikes and the loss of telecommunication services. Follow live updates. https://cnn.it/3tSESDx",CNN,846,115,270,298K,759251,https://twitter.com/CNN,,,TRUE
1.72E+18,10/27/2023,https://twitter.com/CNN/status/1717960263662465134,"Authorities found a note from the Maine shooting suspect, Robert Card, indicating he didn't expect to be found alive. Follow live updates.",CNN,467,122,399,583K,759251,https://twitter.com/CNN,,,FALSE
1.72E+18,10/27/2023,https://twitter.com/CNN/status/1717958606966976800,"While action in the US labor movement is still short of historical peaks, data shows a spike in the number of workers involved in strikes from what the nation has seen for decades",CNN,276,137,446,1.5M,759251,https://twitter.com/CNN,,,FALSE
1.72E+18,10/27/2023,https://twitter.com/CNN/status/1717954043635528176,"Gaza City is rocked by large explosions as CNN crew hears ""intense and sustained"" military activity. Follow live updates. https://cnn.it/3QfzbHf",CNN,500,140,315,323K,759251,https://twitter.com/CNN,,,TRUE
1.72E+18,10/27/2023,https://twitter.com/CNN/status/1717943893268775318,Taking more naps could change your brain size https://cnn.it/40dDCa1,CNN,184,91,237,318K,759251,https://twitter.com/CNN,,,FALSE
1.72E+18,10/27/2023,https://twitter.com/CNN/status/1717926998901669930,"Rep. George Santos pleads not guilty to charges alleging he stole donors' identities and ran up fraudulent credit card charges, among other offenses https://cnn.it/40cQays",CNN,213,106,337,366K,759251,https://twitter.com/CNN,,,FALSE
1.72E+18,10/27/2023,https://twitter.com/CNN/status/1717925337508565023,The New York judge overseeing Donald Trump's civil fraud trial denies a motion to keep Ivanka Trump from testifying https://cnn.it/3SbUUT7,CNN,228,147,823,446K,759251,https://twitter.com/CNN,,,FALSE
1.72E+18,10/27/2023,https://twitter.com/CNN/status/1717904589830201643,"""Significant progress"" has been made on Qatar-led negotiations to release hostages held by Hamas, but issues remain, diplomatic sources say https://cnn.it/493fcnI",CNN,409,120,327,254K,759251,https://twitter.com/CNN,,,TRUE
1.72E+18,10/27/2023,https://twitter.com/CNN/status/1717886999359565976,"Minnesota Rep. Dean Phillips announced that he's running for president, kicking off a long-shot Democratic primary challenge to President Biden. https://cnn.it/45U3E3f",CNN,335,136,525,1.7M,759251,https://twitter.com/CNN,,,FALSE
1.73E+18,11/20/2023,https://twitter.com/FoxNews/status/1726736864025993381,New York Dem backtracks after calling for Trump to be 'eliminated',FoxNews,254,91,283,148K,1367531,https://twitter.com/FoxNews,U.S.A.,,FALSE
1.73E+18,11/20/2023,https://twitter.com/FoxNews/status/1726734322688758027,"NYU cancer doctor sues hospital, school over pro-Israel posts, says he's a 'sacrificial lamb'",FoxNews,58,14,63,67K,1367531,https://twitter.com/FoxNews,U.S.A.,,TRUE
1.73E+18,11/20/2023,https://twitter.com/FoxNews/status/1726731708467208523,Eagles troll Travis Kelce ahead of major Monday night matchup,FoxNews,54,8,71,65K,1367531,https://twitter.com/FoxNews,U.S.A.,,FALSE
1.73E+18,11/20/2023,https://twitter.com/FoxNews/status/1726729119658819840,State Department says ‘transition period’ must follow Israel-Hamas war,FoxNews,124,25,68,60K,1367531,https://twitter.com/FoxNews,U.S.A.,,TRUE
1.73E+18,11/20/2023,https://twitter.com/FoxNews/status/1726726428098482409,Travis Kelce admits he thinks about retirement 'more than you can imagine',FoxNews,93,10,78,80K,1367531,https://twitter.com/FoxNews,U.S.A.,,FALSE
1.73E+18,11/20/2023,https://twitter.com/FoxNews/status/1726723459865010471,Biden's support from Gen Z erodes as age becomes critical issue: 'He's out of touch with basically everybody',FoxNews,225,69,401,81K,1367531,https://twitter.com/FoxNews,U.S.A.,,FALSE
1.73E+18,11/20/2023,https://twitter.com/FoxNews/status/1726720205328404594,Wake Forest professor resigns after saying she was 'tempted to shoot up' Israeli music festival like Hamas,FoxNews,204,205,389,146K,1367531,https://twitter.com/FoxNews,U.S.A.,,TRUE
1.72E+18,10/27/2023,https://twitter.com/CNN/status/1717783456329994243,These teachers are giving a firsthand account of the scale of the learning loss they are seeing in classrooms,CNN,323,195,413,323K,759251,https://twitter.com/CNN,,,FALSE
1.72E+18,10/27/2023,https://twitter.com/CNN/status/1717753271324901391,This forecasting company is using emerging tech to mitigate risks for surfers,CNN,116,58,143,294K,759251,https://twitter.com/CNN,,,FALSE
1.72E+18,10/27/2023,https://twitter.com/CNN/status/1717731163236708838,"Rep. Dean Phillips, who left congressional leadership over Democratic support for Biden's reelection bid, launches primary challenge to the president. https://cnn.it/3Qgo5C1",CNN,181,81,288,461K,759251,https://twitter.com/CNN,,,FALSE
1.72E+18,10/27/2023,https://twitter.com/CNN/status/1717728986136993977,US strikes two facilities linked to Iranian-backed militias in Syria following a series of attacks against US forces in the Middle East. https://cnn.it/4797sP9,CNN,352,246,737,650K,759251,https://twitter.com/CNN,,,FALSE
1.72E+18,10/27/2023,https://twitter.com/CNN/status/1717723049397494208,"The new private terminal at Hartsfield-Jackson Atlanta International Airport offers personal TSA screenings, caviar and a chauffeur to take you directly from the plane to your home or hotel.",CNN,157,98,266,313K,759251,https://twitter.com/CNN,,,FALSE
1.72E+18,10/27/2023,https://twitter.com/CNN/status/1717704518563991801,"China's former premier Li Keqiang has died at 68 after suffering a sudden heart attack, according to Chinese state media https://cnn.it/40sE3O9",CNN,321,680,1.3K,1.4M,759251,https://twitter.com/CNN,,,FALSE
1.72E+18,10/26/2023,https://twitter.com/CNN/status/1717646213711818843,"A Chinese fighter jet came within 10 feet of a US Air Force B-52 bomber flying over the South China Sea on Tuesday, according to the US military https://cnn.it/3Sg6OLD",CNN,320,159,315,446K,759251,https://twitter.com/CNN,,,FALSE
1.73E+18,11/20/2023,https://twitter.com/FoxNews/status/1726716956982546604,NBC cuts ties with Palestinian journalist arrested in Israel for 'inciting terrorism' on social media,FoxNews,174,154,471,70K,1367531,https://twitter.com/FoxNews,U.S.A.,,TRUE
1.73E+18,11/20/2023,https://twitter.com/FoxNews/status/1726713881278451776,"Disneyland light pole falls because of high winds, injures guests",FoxNews,69,30,78,76K,1367531,https://twitter.com/FoxNews,U.S.A.,,FALSE
1.73E+18,11/20/2023,https://twitter.com/FoxNews/status/1726710967143191006,"House of horrors: Dozens of husky puppies, mother found inside unlivable, abandoned Philadelphia home",FoxNews,76,33,105,71K,1367531,https://twitter.com/FoxNews,U.S.A.,,FALSE
1.73E+18,11/20/2023,https://twitter.com/FoxNews/status/1726708017561755832,Man fires at teens in Philadelphia transit station in self-defense during attack: report,FoxNews,78,40,145,62K,1367531,https://twitter.com/FoxNews,U.S.A.,,FALSE
1.73E+18,11/20/2023,https://twitter.com/FoxNews/status/1726705077841252506,WATCH: White House issues brutal response to Biden's 'inappropriate' nickname given by anti-Israel critics,FoxNews,161,33,119,225K,1367531,https://twitter.com/FoxNews,U.S.A.,,TRUE
1.73E+18,11/20/2023,https://twitter.com/FoxNews/status/1726702168613302748,Bryan Kohberger case: Idaho judge seizes control of courtroom cameras in student murders proceedings,FoxNews,75,16,52,66K,1367531,https://twitter.com/FoxNews,U.S.A.,,FALSE
1.72E+18,10/26/2023,https://twitter.com/CNN/status/1717627755435540604,"Roughly 900 US troops have deployed or are deploying to the Middle East as tensions heighten, Pentagon says https://cnn.it/40jspoE",CNN,513,209,457,471K,759251,https://twitter.com/CNN,,,FALSE
1.72E+18,10/26/2023,https://twitter.com/CNN/status/1717605064578105785,"A federal judge has ordered Georgia to draw new congressional and state legislative maps, ruling that state legislators improperly diluted the political power of Black voters in establishing those boundaries following the 2020 census. https://cnn.it/3Qd3pe7",CNN,225,163,758,393K,759251,https://twitter.com/CNN,,,FALSE
1.72E+18,10/26/2023,https://twitter.com/CNN/status/1717593027441520722,"JUST IN: The suspect in the killing of a Maryland judge, who had ruled against him in a child custody case, has been found dead, officials say https://cnn.it/46INMlB",CNN,207,249,536,536K,759251,https://twitter.com/CNN,,,FALSE
